"produto_id","fabrica_id","referencia_anonima","linha_id","familia_id","linha_descricao","familia_descricao"
413779,158,"REF-4e1f27aa3c1131b6aa295e83b93468a2",933,5370,"REFRIGERADOR","REFRIGERADOR"
413780,158,"REF-bb77cccc4908e85cd2028ab6e8464af6",933,5370,"REFRIGERADOR","REFRIGERADOR"
413781,158,"REF-e4ad18e6e5dc3ad8732ddfff972294f8",933,5370,"REFRIGERADOR","REFRIGERADOR"
413782,158,"REF-1a32ff953a91a524baf68c1499839068",933,5370,"REFRIGERADOR","REFRIGERADOR"
413783,158,"REF-b1df2259f5a09031165a549d1437671e",933,5370,"REFRIGERADOR","REFRIGERADOR"
413784,158,"REF-ca737d94b520bf43dcd46c0019354910",933,5370,"REFRIGERADOR","REFRIGERADOR"
413785,158,"REF-c906f6bb709b05165c2766e0fc994b6a",933,5370,"REFRIGERADOR","REFRIGERADOR"
413786,158,"REF-a4d939b39d38d336d1ebcd2bf2d6b4b9",933,5370,"REFRIGERADOR","REFRIGERADOR"
413787,158,"REF-385ab4b422edf9cc2415dfaa7a9a1467",933,5370,"REFRIGERADOR","REFRIGERADOR"
413788,158,"REF-291def7705b8b8d8b9b956a2c61d1407",933,5370,"REFRIGERADOR","REFRIGERADOR"
413789,158,"REF-b36b30bfbcde373a529eda7ee0ec4cae",933,5370,"REFRIGERADOR","REFRIGERADOR"
413790,158,"REF-cfcd6e0909ff3400d1594cf62f80cff4",933,5370,"REFRIGERADOR","REFRIGERADOR"
413791,158,"REF-930c0f61bf2af1f77c3264647d351005",933,5370,"REFRIGERADOR","REFRIGERADOR"
413792,158,"REF-70cae95ca222289ae6f5e9c8ec124ed4",933,5370,"REFRIGERADOR","REFRIGERADOR"
413793,158,"REF-051f3e14b35915164ad4480e76bf3d29",933,5370,"REFRIGERADOR","REFRIGERADOR"
413794,158,"REF-2be00a4c845d1f1145fcd442a8086673",933,5370,"REFRIGERADOR","REFRIGERADOR"
413795,158,"REF-ff28309945b2d18604c747ab9df1f607",933,5370,"REFRIGERADOR","REFRIGERADOR"
413796,158,"REF-cefdf3000c3009bae1ad71c138b4c01c",933,5370,"REFRIGERADOR","REFRIGERADOR"
413797,158,"REF-3e8b26504f8003d7954499e87f795695",933,5370,"REFRIGERADOR","REFRIGERADOR"
413798,158,"REF-64246aaa8e007fd95fec8fdfbf418510",933,5370,"REFRIGERADOR","REFRIGERADOR"
413799,158,"REF-5e25e51d268d7d9a7e503e440f05f431",933,5370,"REFRIGERADOR","REFRIGERADOR"
413800,158,"REF-60131ee250116dbbce786a6a5cf2373f",933,5370,"REFRIGERADOR","REFRIGERADOR"
413801,158,"REF-fe94680b4fca0582fec37cc391054361",933,5370,"REFRIGERADOR","REFRIGERADOR"
413802,158,"REF-84ae7ee93748713eb21b7d0ecee6af60",933,5370,"REFRIGERADOR","REFRIGERADOR"
413803,158,"REF-25226662b0dc9a71266901579086f37e",933,5370,"REFRIGERADOR","REFRIGERADOR"
413804,158,"REF-89c31796fd28b1b08d95836acb0b2579",933,5370,"REFRIGERADOR","REFRIGERADOR"
413805,158,"REF-289f83055e5a5b8f75555c0aaf07bc35",933,5370,"REFRIGERADOR","REFRIGERADOR"
413806,158,"REF-7b07731933170f1c577b4ca79fe0fa6c",933,5370,"REFRIGERADOR","REFRIGERADOR"
413807,158,"REF-83c8243a44bc3bde0cc35f3aa2eb5d39",933,5370,"REFRIGERADOR","REFRIGERADOR"
413808,158,"REF-7fd038bd0131e86e04e83faef9e3105c",933,5370,"REFRIGERADOR","REFRIGERADOR"
413809,158,"REF-932fc52649ba1ce93dc115d7e7ba2382",933,5370,"REFRIGERADOR","REFRIGERADOR"
413810,158,"REF-7855da0ee9606be68a0e5ab5dc8e61fa",933,5370,"REFRIGERADOR","REFRIGERADOR"
413811,158,"REF-a5134c55129562400cf455c8a83de859",933,5370,"REFRIGERADOR","REFRIGERADOR"
413812,158,"REF-07b9ea9877d0dc6f86d698156bba5124",933,5370,"REFRIGERADOR","REFRIGERADOR"
413813,158,"REF-02f2c1dcc658ff3dd0b0525b91fd4e25",933,5370,"REFRIGERADOR","REFRIGERADOR"
413814,158,"REF-e455221b5457ee45df4a60778540ed65",933,5370,"REFRIGERADOR","REFRIGERADOR"
413815,158,"REF-8421d1648869a2dd4981878c71e03fb0",933,5370,"REFRIGERADOR","REFRIGERADOR"
413816,158,"REF-373ba4e3638ba3e9fe07e94664edc248",933,5370,"REFRIGERADOR","REFRIGERADOR"
413817,158,"REF-e47a02fcc585eab09e2cc381d0c543db",933,5370,"REFRIGERADOR","REFRIGERADOR"
413818,158,"REF-82f834a018590e5ac19a39a9b4329010",933,5370,"REFRIGERADOR","REFRIGERADOR"
413819,158,"REF-e9bb1bd1ea9b4503ed34660235371771",933,5370,"REFRIGERADOR","REFRIGERADOR"
413820,158,"REF-c6977538d84cd7c1654d26d626281e1c",933,5370,"REFRIGERADOR","REFRIGERADOR"
413821,158,"REF-baa80c7e4debb6844087953de52a75af",933,5370,"REFRIGERADOR","REFRIGERADOR"
413822,158,"REF-8f604215c1ccf12c3053d839334b6c68",933,5370,"REFRIGERADOR","REFRIGERADOR"
413823,158,"REF-b7645dbad69a0884210e9f1502aedd2c",933,5370,"REFRIGERADOR","REFRIGERADOR"
413824,158,"REF-187fcc7d09e7563e3b92ece1289b9892",933,5370,"REFRIGERADOR","REFRIGERADOR"
413825,158,"REF-85f2fd4d1eebe8cb468f2bf570f0e390",933,5370,"REFRIGERADOR","REFRIGERADOR"
413826,158,"REF-18df5c9662e775c773914413f4d046de",933,5370,"REFRIGERADOR","REFRIGERADOR"
413827,158,"REF-e2d375f91e3965c5437fedc5dd4a65e7",933,5370,"REFRIGERADOR","REFRIGERADOR"
413828,158,"REF-728dc897a94fa7c510e3e1afba4b7d69",933,5370,"REFRIGERADOR","REFRIGERADOR"
413829,158,"REF-b921a853ca3ddc049945c131853301d5",933,5370,"REFRIGERADOR","REFRIGERADOR"
413830,158,"REF-c4a403e03d1a4662d368637aa5d905d3",933,5370,"REFRIGERADOR","REFRIGERADOR"
413831,158,"REF-fc616743bf56ac2eaaa9742a5caa5b49",933,5370,"REFRIGERADOR","REFRIGERADOR"
413832,158,"REF-2daba13811ef7ad487577e10d640ea0a",933,5370,"REFRIGERADOR","REFRIGERADOR"
413833,158,"REF-de07efba26372644a882cc0eb38a856e",933,5370,"REFRIGERADOR","REFRIGERADOR"
413834,158,"REF-6405f4ccf6d6aa4cae3c6f53f2df2fb1",933,5370,"REFRIGERADOR","REFRIGERADOR"
413835,158,"REF-d5a6c9eb2ae1a6bd8f6443c0e990ce3f",933,5370,"REFRIGERADOR","REFRIGERADOR"
413836,158,"REF-68f58fcd1e66a8cb71342cc4bd0567fe",933,5370,"REFRIGERADOR","REFRIGERADOR"
413837,158,"REF-b37b9a1e8f04d081e08c6786c97525c9",933,5370,"REFRIGERADOR","REFRIGERADOR"
413838,158,"REF-78b8bb4d12c709ed8e9e9e81e82ea2d6",933,5370,"REFRIGERADOR","REFRIGERADOR"
413839,158,"REF-742f81910ab5f2f6ce20a08ddabd8175",933,5370,"REFRIGERADOR","REFRIGERADOR"
413840,158,"REF-fed46cc330543991296fef15778ffbcf",933,5370,"REFRIGERADOR","REFRIGERADOR"
413841,158,"REF-e0d848420dc0fccb9a31859a250394e2",933,5370,"REFRIGERADOR","REFRIGERADOR"
413842,158,"REF-de47750c0e3501000c55b4df948f11a0",933,5370,"REFRIGERADOR","REFRIGERADOR"
413843,158,"REF-854d288c08cba8d29b709b62cce56d19",933,5370,"REFRIGERADOR","REFRIGERADOR"
413844,158,"REF-b46cd3b89b204159a55ca6a0841f2751",933,5370,"REFRIGERADOR","REFRIGERADOR"
413845,158,"REF-0646b01bfab7d3fdb11370d632292eea",933,5370,"REFRIGERADOR","REFRIGERADOR"
413846,158,"REF-6960b47d573e0baa4c3447c969ecfa73",933,5370,"REFRIGERADOR","REFRIGERADOR"
413847,158,"REF-f10d5a5b233745fb48ddf6451543820d",933,5370,"REFRIGERADOR","REFRIGERADOR"
413848,158,"REF-fca2d47c8bae66266c45e94449b4fb3f",933,5370,"REFRIGERADOR","REFRIGERADOR"
413849,158,"REF-dc35edea821fae947940ede373ae9cbc",933,5370,"REFRIGERADOR","REFRIGERADOR"
413850,158,"REF-0292fc8a0fd8b8df05e56fe53e6bcf38",933,5370,"REFRIGERADOR","REFRIGERADOR"
413851,158,"REF-0af7eb4f7cbea035a0b49c262629182d",933,5370,"REFRIGERADOR","REFRIGERADOR"
413852,158,"REF-be3dc6ac2857f0d80651d14195038a13",933,5370,"REFRIGERADOR","REFRIGERADOR"
413853,158,"REF-4b69eae8a228031b90a41225cd6c4673",933,5370,"REFRIGERADOR","REFRIGERADOR"
413854,158,"REF-80e77f8bdc96908ff2c0faa24a1147ec",933,5370,"REFRIGERADOR","REFRIGERADOR"
413855,158,"REF-63ebabced1b6e289111a7da51af85d3f",933,5370,"REFRIGERADOR","REFRIGERADOR"
413856,158,"REF-611efe2fc404055393e2c2210a4b1ed2",933,5370,"REFRIGERADOR","REFRIGERADOR"
413857,158,"REF-13a508ab473ffeaaeb027d5a10264ca2",933,5370,"REFRIGERADOR","REFRIGERADOR"
413858,158,"REF-0867fb557fd8126510b812635416da51",933,5370,"REFRIGERADOR","REFRIGERADOR"
413859,158,"REF-c49a4bb84f201ff9229be87ccb76cf54",933,5370,"REFRIGERADOR","REFRIGERADOR"
413860,158,"REF-4940c611546353508ebf50b81b18d89d",933,5370,"REFRIGERADOR","REFRIGERADOR"
413861,158,"REF-6be17a14558c86964d3cb362a43f965c",933,5370,"REFRIGERADOR","REFRIGERADOR"
413862,158,"REF-d510b5e41e524b94dca43d36e4ddf40f",933,5370,"REFRIGERADOR","REFRIGERADOR"
413863,158,"REF-e5d2a40a27c65f140171a10918052007",933,5370,"REFRIGERADOR","REFRIGERADOR"
413864,158,"REF-aa99de2cbf9fb6e5fe80724d8d7dfe58",933,5370,"REFRIGERADOR","REFRIGERADOR"
413865,158,"REF-66bf207bf2dcc61f305439f01863dabc",933,5370,"REFRIGERADOR","REFRIGERADOR"
413866,158,"REF-6655a9c69220c2ed4dab94a3a6cd70b8",933,5370,"REFRIGERADOR","REFRIGERADOR"
413867,158,"REF-2b7ac1efdcfefc5a2d2451aaec227356",933,5370,"REFRIGERADOR","REFRIGERADOR"
413868,158,"REF-48e0df9a42c87b1ee34464c35461bebf",933,5370,"REFRIGERADOR","REFRIGERADOR"
413869,158,"REF-5d748bda327a7cf8e9a2f5fabea00762",933,5370,"REFRIGERADOR","REFRIGERADOR"
413870,158,"REF-591969746f4a9e543e98efce7e8633bf",933,5370,"REFRIGERADOR","REFRIGERADOR"
413871,158,"REF-258836d2388e2045e27c95daf410458c",933,5370,"REFRIGERADOR","REFRIGERADOR"
413872,158,"REF-ce93bad7cd141a6d4468fcbc1f1d689e",933,5370,"REFRIGERADOR","REFRIGERADOR"
413873,158,"REF-d89369c8c142022052384c0b1efc04c6",933,5370,"REFRIGERADOR","REFRIGERADOR"
413874,158,"REF-8ea41f87294f447ed026b4cc5f15465f",933,5370,"REFRIGERADOR","REFRIGERADOR"
413875,158,"REF-c49538c6f28897a6c1e16e42e3c12323",933,5370,"REFRIGERADOR","REFRIGERADOR"
413876,158,"REF-c0e372a0a8e4e147b4b17643b719ac27",933,5370,"REFRIGERADOR","REFRIGERADOR"
413877,158,"REF-6b01f58f417f5140b3f4bcd7774ef128",933,5370,"REFRIGERADOR","REFRIGERADOR"
413878,158,"REF-ab3884c5883dfa0cab1e9fb176c7062d",933,5370,"REFRIGERADOR","REFRIGERADOR"
413879,158,"REF-586a32603ee54da120302bdcc555ae11",933,5370,"REFRIGERADOR","REFRIGERADOR"
413880,158,"REF-0575ccc883200b32cf05059f302f98e9",933,5370,"REFRIGERADOR","REFRIGERADOR"
413881,158,"REF-14657a838ac237fd39e13b50b2918881",933,5370,"REFRIGERADOR","REFRIGERADOR"
413882,158,"REF-7d27733043cf9bf4def8dd7aa0a214fc",933,5370,"REFRIGERADOR","REFRIGERADOR"
413883,158,"REF-4b8a7857ee6175c1e031fd83da5bd190",933,5370,"REFRIGERADOR","REFRIGERADOR"
413884,158,"REF-e2a26f9c8bec6dcb38a97ced4cbc0b4c",933,5370,"REFRIGERADOR","REFRIGERADOR"
413885,158,"REF-44647e877fa783e277a05a7755f8e03e",933,5370,"REFRIGERADOR","REFRIGERADOR"
413886,158,"REF-f4a84a7fa05d688f2786f7245f9d0c28",933,5370,"REFRIGERADOR","REFRIGERADOR"
413887,158,"REF-b074647e184a0f74f86c73f79aee3ba8",933,5370,"REFRIGERADOR","REFRIGERADOR"
413888,158,"REF-0f67dea92965d2b6494a4a137375a07a",933,5370,"REFRIGERADOR","REFRIGERADOR"
413889,158,"REF-9d011a2330156f26ce9428e7ccbd6a10",933,5370,"REFRIGERADOR","REFRIGERADOR"
413890,158,"REF-bac2ec1b9306c9a6eef0f690738fd034",933,5370,"REFRIGERADOR","REFRIGERADOR"
413891,158,"REF-9a7507ce5cfe84c50a70f69179adab15",933,5370,"REFRIGERADOR","REFRIGERADOR"
413892,158,"REF-38f6864b3dac990007835bd059f0c641",933,5370,"REFRIGERADOR","REFRIGERADOR"
413893,158,"REF-cca0e1b02053dff7e17a2152d6e04ada",933,5370,"REFRIGERADOR","REFRIGERADOR"
413894,158,"REF-5617409a9e45f34695211befa31566f3",933,5370,"REFRIGERADOR","REFRIGERADOR"
413895,158,"REF-5ba6a65747eed3958e4b94df86752e29",933,5370,"REFRIGERADOR","REFRIGERADOR"
413896,158,"REF-0dc1edf4908eb737131e365a95a4feb1",933,5370,"REFRIGERADOR","REFRIGERADOR"
413897,158,"REF-fb491c1e596808e68c9d7d5dd3d441e5",933,5370,"REFRIGERADOR","REFRIGERADOR"
